content,score,at
"Update: Getting worse don't waste your time especially if more AI is coming Not great for learning grammar rules. Exercises tend to be repetitive, often times the voice speaking doesn't match up to the word(s). 2nd Update: After recent bad updates it's gotten even worse and will not be renewing anything. Soooo much AI slop.",1,2025-07-20 06:05:45
very good,5,2025-07-20 06:05:15
Best app to learn languages 👍,5,2025-07-20 06:03:36
💜💜💜,5,2025-07-20 06:02:31
Excellent,5,2025-07-20 05:59:34
It is really like a game,5,2025-07-20 05:58:56
they do not teach you any useful words or phrases. The lessons take a step change in difficulty that make it almost impossible to continue.,1,2025-07-20 05:58:50
honestly a really fun way to learn language !,5,2025-07-20 05:57:58
its a magical app,5,2025-07-20 05:57:39
"The short, repetitive, and multimodal lessons are perfect for a busy schedule. I'm loving this!",5,2025-07-20 05:57:09
bahut snadar hai guysss,5,2025-07-20 05:56:40
"I should say that this app absolutely works for me, and I've learned French with it, and used to love it. However, recently they started to use AI to generate lessons and it's ridiculous. Not just I have to read through the AI slop of the stories, but the inability of LLMs to understand the flow of the meaning makes some exercises impossible to solve without having to guess, just because you haven't seen the necessary info yet. Please don't be greedy and pay actual people to produce content.",3,2025-07-20 05:55:45
my answer is correct it french I type manges then my answer is incorrect it's mange,1,2025-07-20 05:55:43
this app helps me a lot and teach me some words in different languages and it really helps now I speak 10 languages,5,2025-07-20 05:55:02
this is the best app,5,2025-07-20 05:54:09
love,5,2025-07-20 05:53:08
I love this app thank Duolingo❤️❤️❤️❤️❤️,5,2025-07-20 05:53:07
good,4,2025-07-20 05:51:31
This app is very good🤗🤗🤗,5,2025-07-20 05:50:45
super,5,2025-07-20 05:48:43
i want to learn the korean languague because i am going to south korea next year i am learning since two month.,5,2025-07-20 05:48:14
Duolingo is a great language learning app for beginners,4,2025-07-20 05:47:37
very nice,5,2025-07-20 05:46:53
"Every time they incorporate new AI into the app, it ruins the current learner's progress. The new AI version constantly tests you on words it never taught you. It constantly ""makes changes"" to the lesson plan and jumps your progress forward without actually teaching you any of the new stuff, forcing you to start the whole section over. After the last update, if you say ""I can't listen now"" it counts it as a mistake. I'm almost 1500 days in and the app has become unreliable garbage.",1,2025-07-20 05:45:23
great,5,2025-07-20 05:43:30
good,5,2025-07-20 05:42:58
thik app is very good 💯,5,2025-07-20 05:39:04
just simply love it,5,2025-07-20 05:37:42
𝓋ℯ𝓇𝓎 𝓃𝒾𝒸ℯ 𝒶𝓅𝓅 𝒾𝓈 𝓉𝒽𝒾𝓈 𝒾 𝓁ℯ𝒶𝓇𝓃 𝒮ℴ𝓂𝓊𝒸𝒽 ℯ𝓃𝑔𝓁𝒾𝓈𝒽,5,2025-07-20 05:37:25
Duolingo is very useful aap❤️,5,2025-07-20 05:36:46
"👌 veary good app, intrasting app and ues full",5,2025-07-20 05:34:48
best app,5,2025-07-20 05:33:57
i love this app because it easy to understand,5,2025-07-20 05:33:46
This is a very useful app. I used it to learn French and it only took me 40 days! Merci beaucoup!,5,2025-07-20 05:33:29
"There is no shortcut or games that will propel you to learn and speak the actual language. Learn it the traditional way. This game is only meant to supplement your learning, not replace the traditional language education. No shortcuts in life as is for learning languages. Now go out there and learn it.",3,2025-07-20 05:29:41
is nice,5,2025-07-20 05:26:37
Good,4,2025-07-20 05:24:59
Duolingo provides interesting exercises in a multitude of languages. I sorely regret that Duolingo dropped the chat fora and means for users to provide direct feedback. There it s no personal user support. Also it wouldbe helpful to be able to review exercises after they have been completed..,4,2025-07-20 05:21:13
It's brilliant 😀,5,2025-07-20 05:17:06
this ap is use full for learning english,5,2025-07-20 05:14:41
تطبيق رائع جدا انصح به,5,2025-07-20 05:12:47
good,5,2025-07-20 05:12:39
it's cool until they start making updates that swindle you for XP. Try different ploys to get you on the app. I'm over 800 days of a streak and still can't have a full basic conversation.,3,2025-07-20 05:12:22
l learn Korean 🇰🇷 That was super amazing to learn from Dulingo There game was super easy to learn.,5,2025-07-20 05:10:35
It is an addictive game because it is a lot of fun.,5,2025-07-20 05:10:25
"Works great, stable. As an native English speaker, sometimes the english translation uses weird words like ""whom""",5,2025-07-20 05:08:07
ta Bueno 👍,5,2025-07-20 05:06:10
this is a really good game for maths music and languages,5,2025-07-20 05:05:18
It's cool :) (thats all I wanna say),5,2025-07-20 05:04:10
nice app 😎 download this app,4,2025-07-20 05:00:28
"Nice and easy for learning, I love it",5,2025-07-20 04:58:13
very good app,4,2025-07-20 04:56:12
very good for new comes,5,2025-07-20 04:56:03
best app forever,5,2025-07-20 04:55:05
this platform is all time good for learning the other countries language and knowledge 😃,4,2025-07-20 04:54:59
best app,5,2025-07-20 04:53:12
Very good game and makes you learn all the language with the time and also gives you reminder also.....,5,2025-07-20 04:51:16
Very nice app,4,2025-07-20 04:50:32
"Fun,chill, mostly a calm vibe (THE LEADERBOARDS!!!!!!). Even though I wish there would be something else to do after The Diamond league. Also, please update so that Duolingo Chess is available on Chromebook. Thanks!",5,2025-07-20 04:49:59
I can't follow and support an app that replaces real workers with AI. I'm sorry.,1,2025-07-20 04:49:31
"The app is good, but there are vibrations for every little thing (getting gems, friend quests, and some really long ones for completing a lesson). You can turn them off, but I wish there were an option to have less of them.",4,2025-07-20 04:49:28
This game was very very very good👍,5,2025-07-20 04:48:53
Best edu app,5,2025-07-20 04:48:15
it is soo good app l like this,5,2025-07-20 04:48:03
best app to learn more,5,2025-07-20 04:47:37
it is a good learning app.It gives more knowledge about grammar.It is helpful learn new things new languages.,5,2025-07-20 04:45:15
this is very good,5,2025-07-20 04:44:48
would be a great app if it didnt show ads after every lesson,4,2025-07-20 04:44:17
He is very funny and good game to duolingo,3,2025-07-20 04:44:11
IT'S THE BEST APP TO LEARN LANGUAGES,5,2025-07-20 04:43:08
Love it.,5,2025-07-20 04:43:02
"I tried signing in, says password is wrong. Got an email for a password reset. Kept saying link is expired. I Uninstalled the app !",2,2025-07-20 04:39:36
very good for learning all languages,5,2025-07-20 04:38:17
it's a good experience,5,2025-07-20 04:37:57
Duolingo is best 💝💝💝 💝,5,2025-07-20 04:37:04
this best option to learn new language,5,2025-07-20 04:36:48
Helpful,3,2025-07-20 04:33:55
I was recommended by mu daughter to start duo lingo to reduce watching videos and reels . Duo lingo is superb methodical way and very nice User interaction..,5,2025-07-20 04:32:20
good so far.,5,2025-07-20 04:29:40
bad,1,2025-07-20 04:27:24
"Ive heard from YouTube that ""this app is pretending to be a learning app but is just for entertainment"". Never used this app and never using it.",4,2025-07-20 04:25:52
"Duolingo turned into a terrible, cash-grabbing app",1,2025-07-20 04:24:40
this app l very like it this app motivation me so lam chage in english laguage thanks Duolingo,5,2025-07-20 04:22:00
very nice app for learn any language,5,2025-07-20 04:20:06
good,4,2025-07-20 04:18:12
good app,4,2025-07-20 04:16:55
excellent,5,2025-07-20 04:15:24
nice y,5,2025-07-20 04:13:38
bahut badhiya app,5,2025-07-20 04:12:17
totally impressed 😁,5,2025-07-20 04:11:18
This app is cool and best for learning languages I need to learn English what do you want to learn.,5,2025-07-20 04:10:06
very nice 👌 👍 👏 😀 ☺️ 😊 👌,5,2025-07-20 04:09:11
One of the Best experience as an adult 💫,5,2025-07-20 04:08:27
It is so helpful for practicing for beginners 💗,5,2025-07-20 04:05:59
excellent app,5,2025-07-20 04:04:14
learn fast,5,2025-07-20 04:02:18
Would love it if most of their workers weren't replaced with ai.,1,2025-07-20 04:02:03
ok 👌,5,2025-07-20 03:57:29
you can learn a lot of languages in duolingo😃💚,5,2025-07-20 03:53:40
amazing app to learn any language!!!!,5,2025-07-20 03:52:37
aap mai na 7th class mai ho toh h aap na mujhe 7th ka sika diya ji,5,2025-07-20 03:51:57
"my patents just died and ur stupid app is making my life hell. I need to learn Japanese but looks luke ill have to learn it else where because u made the app crave my attention when I dont want to use the app, making me feel bad that im not there for it that its feeling sad with out me.. how about no. then making the creature die? making its bones rott because i havent been there for the app are you evil ppl? is this ur way of making ppl use ur stupid app.. thats the worst thing u can do.",1,2025-07-20 03:50:33
very good for beginners,5,2025-07-20 03:50:32
im still struggling with parts but as a whole have come to greatly improve my understanding of my chosen language. I enjoy the new features like friends and being able to encourage others for reaching mile stones. thank you for existing,5,2025-07-20 03:45:58
"it was good in the early levels. by the time I got to intermediate levels, there are so many bugs that the app can't be used. You can't select the answers that you need and can't progress past the level.",2,2025-07-20 03:43:00
"I just loved Doulingo, it will helps you A LOT",5,2025-07-20 03:42:26
very necessary app.,5,2025-07-20 03:37:34
good,4,2025-07-20 03:30:42
This app is very good,5,2025-07-20 03:30:31
it good,3,2025-07-20 03:26:15
great for learning the languages but make you buy stuff in the game,4,2025-07-20 03:22:05
very kakoii way of learning,5,2025-07-20 03:21:29
awesome 👌 👏 👍,5,2025-07-20 03:18:52
"loving it so far, easy going about learning a new language, was recommended to me by a language teacher",5,2025-07-20 03:17:16
amazing,5,2025-07-20 03:17:08
"I am annoyed by the ads in this app. There is a lot of pressure being placed on the Android 10 version.I am having a lot of trouble using this app on Android 10. If this app doesn't show science, it would be better for Android 10 version. If you show too many ads, your mobile phone will become unusually hot.This is what happens when mobile phone performance drops, especially in Android 10 versions.But I can't access this app.",2,2025-07-20 03:15:51
good,5,2025-07-20 03:14:35
Wonderful and useful,5,2025-07-20 03:11:17
"made learning easy for everyone, give it a try",5,2025-07-20 03:05:38
good,5,2025-07-20 03:01:33
only reason why im rating 4 instead of 5 is cuz im scared of the goddamn bird.,4,2025-07-20 02:59:20
"its good! there was only one problem with one of the answers, im on a laptop and idk how to change the thing to where it does accents but I couldn't say Agua on one of the questions * Portuguese learner :]*",5,2025-07-20 02:54:45
makes learning a new language fun and compelling,5,2025-07-20 02:51:23
Awesome.,5,2025-07-20 02:49:21
"This is a good class app but you do not possibly need hearts to answer the questions, that's one, two, making this app work offline would be so pleasant and great thank you 😀😀😀😀😊😊😊😊😊 GOD BLESS 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 YOU",4,2025-07-20 02:42:48
fantastic It's really engaging and I'm learning so much.,5,2025-07-20 02:41:59
"I want to learn, not compete! Constructiveness is NOT the same thing as Competitiveness. Duolingo manages to take the intrigue and curiosity out of learning a new language, and turn it into a frustrating and pressuring experience that left me feeling more discouraged to the point of rage quitting than feeling like I was learning something new from a supportive and interactive platform. If I wanted to play an online game and compete against others, I would just download Candy Crush.",1,2025-07-20 02:40:18
the best app for learning other languages,5,2025-07-20 02:38:26
wish there were less ads. Especially the one begging for their Max product. Super annoying. Also losing hearts and not getting to continue the lesson. Need to get rid of that.,4,2025-07-20 02:35:55
"Trying to do Japanese course but there are no selectable options in a ""tap what you hear"" exercise. Otherwise great app",4,2025-07-20 02:32:18
"Very good app for beginners. Slow and repetitive, but progressive. Makes learning a new language very enjoyable. 5 Stars.",5,2025-07-20 02:30:07
I'm learning German for this S.Y and this app is very helpful,5,2025-07-20 02:26:25
"I love this, DUO I'M UR FAN",5,2025-07-20 02:23:58
"actually useful, unlike other foreign launguage learning apps",5,2025-07-20 02:20:36
it would be five stars but the subscription plan only shows a annual option. there's no monthly option,4,2025-07-20 02:19:07
it helps me study im bad at studying but it's not for someone who knows nothing about whatever there learning most of the time,5,2025-07-20 02:14:47
"flowers to Duolingo it taught us a lot within a day , just started yesterday yet I'm better in Portuguese, still to learn more with Duolingo",5,2025-07-20 02:11:51
it's good for kids to learn and it's not hard you learn languages easy,5,2025-07-20 02:10:55
simply amazing 😍🤩,5,2025-07-20 02:09:58
